Código;Estudios;Lugar;Universitat;Àmbit;PAU y FP;Mayores de 25;Titulados Universitarios;Mayores de 45
81021;Enginyeria Electrònica Industrial i Automàtica ;Girona ;UdG;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
81022;Enginyeria Mecànica ;Girona ;UdG;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
81023;Enginyeria Química ;Girona ;UdG;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
81024;Filosofia ;Girona ;UdG;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
81026;Geografia, Ordenació del Territori i Gestió del Medi Ambient ;Girona ;UdG;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
81027;Història de l'Art ;Girona ;UdG;Artes y Humanidades;  5,000;  5,000;  5,000;  5,833
81028;Història ;Girona ;UdG;Artes y Humanidades;  5,000;  5,563;  5,000;  5,000
81030;Llengua i Literatura Catalanes ;Girona ;UdG;Artes y Humanidades;  5,000;  5,938;  5,000;  5,000
81031;Llengua i Literatura Espanyoles ;Girona ;UdG;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
81032;Enginyeria Agroalimentària ;Girona ;UdG;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
81034;Química ;Girona ;UdG;Ciencias;  5,000;  5,000;  5,000;  5,000
81035;"Turisme ""CETA"" ";Barcelona ;UdG;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
81036;"Turisme ""Euroaula"" ";Barcelona ;UdG;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
81037;"Turisme ""Formàtic Barna"" ";Barcelona ;UdG;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
81038;"Turisme ""Mediterrani"" ";Barcelona ;UdG;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
81039;Turisme ;Girona ;UdG;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
81040;Enginyeria Elèctrica ;Girona ;UdG;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
81041;Enginyeria en Tecnologies Industrials ;Girona ;UdG;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
81042;Enginyeria Informàtica ;Girona ;UdG;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
81050;Enginyeria Elèctrica / Enginyeria Electrònica Industrial i Automàtica ;Girona ;UdG;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
81051;"Màrqueting ""Mediterrani"" ";Barcelona ;UdG;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
81057;Arquitectura, Estudis d' ;Girona ;UdG;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
81058;Innovació i Seguretat Alimentària ;Girona ;UdG;Ciencias de la Salud;  5,000;  5,000;  5,000;  5,000
90901;Enginyeria Geològica ;Barcelona ;UPC / UB;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
91003;Administració i Direcció d'Empreses ;Vic ;UVic;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
91004;Biotecnologia ;Vic ;UVic;Ciencias;  5,000;  5,000;  5,000;  5,000
91006;Comunicació Audiovisual ;Vic ;UVic;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
91007;"Disseny ""BAU"" ";Barcelona ;UVic;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
91008;Educació Infantil ;Vic ;UVic;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
91009;Educació Primària ;Vic ;UVic;Ciencias Sociales y Jurídicas;  5,000;  5,000;  6,819;  5,000
91010;Educació Social ;Vic ;UVic;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
91011;Enginyeria Mecatrònica ;Vic ;UVic;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
91013;Infermeria ;Vic ;UVic;Ciencias de la Salud;  5,000;  5,000;  6,120;  5,000
91014;Periodisme ;Vic ;UVic;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
91015;Publicitat i Relacions Públiques ;Vic ;UVic;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
91016;Teràpia Ocupacional ;Vic ;UVic;Ciencias de la Salud;  5,000;  5,000;  5,000;  5,000
91018;Biologia ;Vic ;UVic;Ciencias;  5,000;  5,000;  5,000;  5,000
91021;Nutrició Humana i Dietètica ;Vic ;UVic;Ciencias de la Salud;  5,000;  5,000;  6,330;  5,000
91029;Multimèdia. Aplicacions i Videojocs ;Vic ;UVic;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
91030;Educació Infantil / Educació Primària (menció en Llengua Anglès);Vic;UVic;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
91032;Màrqueting i Comunicació Empresarial ;Vic ;UVic;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
91038;Educació Infantil ;Manresa;UVic;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
91039;Enginyeria Biomèdica ;Vic ;UVic;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
91042;Administració i Direcció d'Empreses ;Manresa ;UVic;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
91043;Infermeria ;Campus Manresa ;UVic;Ciencias de la Salud;  5,000;  5,000;  5,000;  5,000
91045;Podologia ;Campus Manresa ;UVic;Ciencias de la Salud;  5,000;  5,000;  7,000;  5,000
91052;Fisioteràpia / Podologia ;Campus Manresa ;UVic;Ciencias de la Salud;  5,000;  5,000;  5,000;  5,000
91903;Estadística Aplicada ;Cerdanyola del Vallès / Vic ;UAB / UVic;Ciencias;  5,000;  5,313;  5,000;  5,000
91904;Estudis Francesos ;Barcelona / Cerdanyola del Vallès ;UAB / UB;Artes y Humanidades;  5,000;  5,800;  5,000;  5,000
91906;Estadística Aplicada / Sociologia ;Cerdanyola del Valès y Vic ;UAB / UVic;Ciencias;  5,000;  5,000;  5,000;  5,000
91907;Ciències Culinàries i Gastronòmiques ;Santa Coloma de Gramenet / Castelldefels / Barcelona ;UB / UPC;Ciencias de la Salud;  5,000;  5,000;  5,000;  6,000
91910;Bioinformàtica ;Barcelona ;UPF / UB / UPC;Ciencias de la Salud;  5,000;  5,000;  5,000;  5,000
